tanggal,provinsi,bagian,brand,jenis,cust_type
"2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Diamond","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","KartuAS","Gold","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2B"
"2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Platinum","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","Loop","Diamond","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","LOOP","Gold","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","Loop","Non HVC","B2B"
"2020-09-01","BALINUSRA","BALI BARAT","Loop","Non HVC","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","LOOP","Platinum","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","simPATI","Diamond","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","simPATI","Gold","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2B"
"2020-09-01","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2C"
"2020-09-01","BALINUSRA","BALI BARAT","simPATI","Platinum","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","kartuAS","Diamond","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","KartuAS","Gold","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","kartuAS","Non HVC","B2B"
"2020-09-01","BALINUSRA","BALI TIMUR","KartuAS","Non HVC","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","KartuAS","Platinum","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","Loop","Diamond","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","LOOP","Gold","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","Loop","Non HVC","B2B"
"2020-09-01","BALINUSRA","BALI TIMUR","LOOP","Non HVC","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","Loop","Platinum","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Diamond","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Gold","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2B"
"2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Platinum","B2C"
"2020-09-01","BALINUSRA","BALI TIMUR","UNKNOWN","Non HVC","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Diamond","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Gold","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Non HVC","B2B"
"2020-09-01","BALINUSRA","FLORES SUMBA","KartuAS","Non HVC","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Platinum","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","Loop","Diamond","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","Loop","Gold","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","Loop","Non HVC","B2B"
"2020-09-01","BALINUSRA","FLORES SUMBA","LOOP","Non HVC","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","LOOP","Platinum","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Diamond","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Gold","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2B"
"2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2C"
"2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Platinum","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Diamond","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Gold","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Non HVC","B2B"
"2020-09-01","BALINUSRA","KOTA KUPANG","KartuAS","Non HVC","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Platinum","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Diamond","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Gold","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Non HVC","B2B"
"2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Non HVC","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Platinum","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Diamond","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Gold","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2B"
"2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2C"
"2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Platinum","B2C"
"2020-09-01","BALINUSRA","MATARAM","kartuAS","Diamond","B2C"
"2020-09-01","BALINUSRA","MATARAM","kartuAS","Gold","B2C"
"2020-09-01","BALINUSRA","MATARAM","kartuAS","Non HVC","B2B"
"2020-09-01","BALINUSRA","MATARAM","kartuAS","Non HVC","B2C"
"2020-09-01","BALINUSRA","MATARAM","kartuAS","Platinum","B2C"
"2020-09-01","BALINUSRA","MATARAM","Loop","Diamond","B2C"
"2020-09-01","BALINUSRA","MATARAM","LOOP","Gold","B2C"
"2020-09-01","BALINUSRA","MATARAM","Loop","Non HVC","B2B"
"2020-09-01","BALINUSRA","MATARAM","LOOP","Non HVC","B2C"
"2020-09-01","BALINUSRA","MATARAM","Loop","Platinum","B2C"
"2020-09-01","BALINUSRA","MATARAM","simPATI","Diamond","B2C"
"2020-09-01","BALINUSRA","MATARAM","simPATI","Gold","B2C"
"2020-09-01","BALINUSRA","MATARAM","simPATI","Non HVC","B2B"
"2020-09-01","BALINUSRA","MATARAM","simPATI","Non HVC","B2C"
"2020-09-01","BALINUSRA","MATARAM","simPATI","Platinum","B2C"
"2020-09-01","BALINUSRA",\N,"kartuAS","Gold","B2C"
"2020-09-01","BALINUSRA",\N,"kartuAS","Non HVC","B2B"
"2020-09-01","BALINUSRA",\N,"KartuAS","Non HVC","B2C"
"2020-09-01","BALINUSRA",\N,"kartuAS","Platinum","B2C"
"2020-09-01","BALINUSRA",\N,"Loop","Diamond","B2C"
"2020-09-01","BALINUSRA",\N,"Loop","Non HVC","B2B"
"2020-09-01","BALINUSRA",\N,"LOOP","Non HVC","B2C"
"2020-09-01","BALINUSRA",\N,"simPATI","Gold","B2C"
"2020-09-01","BALINUSRA",\N,"simPATI","Non HVC","B2B"
"2020-09-01","BALINUSRA",\N,"simPATI","Non HVC","B2C"
"2020-09-01","BALINUSRA",\N,"simPATI","Platinum","B2C"
"2020-09-01","BALINUSRA",\N,"UNKNOWN","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","kartuAS","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","kartuAS","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","kartuAS","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","Loop","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","Loop","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKPUSEL","UNKNOWN","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","KartuAS","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","KartuAS","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","KartuAS","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","Loop","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","Loop","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","KartuAS","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","KartuAS","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","Loop","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","Loop","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","Loop","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","KartuAS","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","KartuAS","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","Loop","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","Loop","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","KartuAS","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","KartuAS","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","Loop","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","Loop","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","Loop","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","LOOP","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","LOOP","Platinum","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Diamond","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Gold","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Non HVC","B2B"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Non HVC","B2C"
"2020-09-01","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","KartuAS","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","Loop","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","Loop","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","Loop","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","KartuAS","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","KartuAS","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","KartuAS","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","Loop","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","LOOP","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","Loop","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","Loop","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","LOOP","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","KartuAS","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","KartuAS","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","KartuAS","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","LOOP","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","LOOP","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","Loop","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","LOOP","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","Loop","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","simPATI","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","simPATI","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","simPATI","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","simPATI","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","CILEUNGSI","simPATI","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","KartuAS","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","LOOP","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","KARAWANG PURWAKARTA","UNKNOWN","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","KartuAS","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","kartuAS","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","Loop","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","Loop","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","Loop","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","LOOP","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","Loop","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","simPATI","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","simPATI","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","simPATI","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","simPATI","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","NEW DEPOK","simPATI","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","kartuAS","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","kartuAS","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","kartuAS","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","kartuAS","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","kartuAS","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","Loop","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","LOOP","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","Loop","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","LOOP","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","Loop","Platinum","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Diamond","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Gold","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Non HVC","B2B"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Non HVC","B2C"
"2020-09-01","EASTERN JABOTABEK","SUKABUMI BOGOR","simPATI","Platinum","B2C"
"2020-09-01","JABAR","CIAMIS","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","CIAMIS","kartuAS","Gold","B2C"
"2020-09-01","JABAR","CIAMIS","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","CIAMIS","KartuAS","Non HVC","B2C"
"2020-09-01","JABAR","CIAMIS","KartuAS","Platinum","B2C"
"2020-09-01","JABAR","CIAMIS","Loop","Diamond","B2C"
"2020-09-01","JABAR","CIAMIS","LOOP","Gold","B2C"
"2020-09-01","JABAR","CIAMIS","Loop","Non HVC","B2B"
"2020-09-01","JABAR","CIAMIS","LOOP","Non HVC","B2C"
"2020-09-01","JABAR","CIAMIS","Loop","Platinum","B2C"
"2020-09-01","JABAR","CIAMIS","simPATI","Diamond","B2C"
"2020-09-01","JABAR","CIAMIS","simPATI","Gold","B2C"
"2020-09-01","JABAR","CIAMIS","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","CIAMIS","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","CIAMIS","simPATI","Platinum","B2C"
"2020-09-01","JABAR","CIREBON","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","CIREBON","KartuAS","Gold","B2C"
"2020-09-01","JABAR","CIREBON","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","CIREBON","KartuAS","Non HVC","B2C"
"2020-09-01","JABAR","CIREBON","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","CIREBON","Loop","Diamond","B2C"
"2020-09-01","JABAR","CIREBON","Loop","Gold","B2C"
"2020-09-01","JABAR","CIREBON","Loop","Non HVC","B2B"
"2020-09-01","JABAR","CIREBON","LOOP","Non HVC","B2C"
"2020-09-01","JABAR","CIREBON","Loop","Platinum","B2C"
"2020-09-01","JABAR","CIREBON","simPATI","Diamond","B2C"
"2020-09-01","JABAR","CIREBON","simPATI","Gold","B2C"
"2020-09-01","JABAR","CIREBON","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","CIREBON","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","CIREBON","simPATI","Platinum","B2C"
"2020-09-01","JABAR","CIREBON","UNKNOWN","Non HVC","B2C"
"2020-09-01","JABAR","GARUT","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","GARUT","kartuAS","Gold","B2C"
"2020-09-01","JABAR","GARUT","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","GARUT","kartuAS","Non HVC","B2C"
"2020-09-01","JABAR","GARUT","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","GARUT","Loop","Diamond","B2C"
"2020-09-01","JABAR","GARUT","LOOP","Gold","B2C"
"2020-09-01","JABAR","GARUT","Loop","Non HVC","B2B"
"2020-09-01","JABAR","GARUT","Loop","Non HVC","B2C"
"2020-09-01","JABAR","GARUT","Loop","Platinum","B2C"
"2020-09-01","JABAR","GARUT","simPATI","Diamond","B2C"
"2020-09-01","JABAR","GARUT","simPATI","Gold","B2C"
"2020-09-01","JABAR","GARUT","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","GARUT","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","GARUT","simPATI","Platinum","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Gold","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","KOTA BANDUNG","KartuAS","Non HVC","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","Loop","Diamond","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","LOOP","Gold","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","Loop","Non HVC","B2B"
"2020-09-01","JABAR","KOTA BANDUNG","LOOP","Non HVC","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","Loop","Platinum","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","simPATI","Diamond","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","simPATI","Gold","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","KOTA BANDUNG","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","KOTA BANDUNG","simPATI","Platinum","B2C"
"2020-09-01","JABAR","KUNINGAN","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","KUNINGAN","kartuAS","Gold","B2C"
"2020-09-01","JABAR","KUNINGAN","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","KUNINGAN","KartuAS","Non HVC","B2C"
"2020-09-01","JABAR","KUNINGAN","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","KUNINGAN","Loop","Diamond","B2C"
"2020-09-01","JABAR","KUNINGAN","LOOP","Gold","B2C"
"2020-09-01","JABAR","KUNINGAN","Loop","Non HVC","B2B"
"2020-09-01","JABAR","KUNINGAN","LOOP","Non HVC","B2C"
"2020-09-01","JABAR","KUNINGAN","Loop","Platinum","B2C"
"2020-09-01","JABAR","KUNINGAN","simPATI","Diamond","B2C"
"2020-09-01","JABAR","KUNINGAN","simPATI","Gold","B2C"
