tanggal,provinsi,bagian,brand,jenis,cust_type
"2020-09-02","SUMBAGUT","SIDEMPUAN","LOOP","Non HVC","B2C"
"2020-09-02","SUMBAGUT","SIDEMPUAN","LOOP","Platinum","B2C"
"2020-09-02","SUMBAGUT","SIDEMPUAN","simPATI","Diamond","B2C"
"2020-09-02","SUMBAGUT","SIDEMPUAN","simPATI","Gold","B2C"
"2020-09-02","SUMBAGUT","SIDEMPUAN","simPATI","Non HVC","B2B"
"2020-09-02","SUMBAGUT","SIDEMPUAN","simPATI","Non HVC","B2C"
"2020-09-02","SUMBAGUT","SIDEMPUAN","simPATI","Platinum","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","kartuAS","Diamond","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","KartuAS","Gold","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","kartuAS","Non HVC","B2B"
"2020-09-02","SUMBAGUT","TAMIANG","KartuAS","Non HVC","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","kartuAS","Platinum","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","Loop","Diamond","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","LOOP","Gold","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","Loop","Non HVC","B2B"
"2020-09-02","SUMBAGUT","TAMIANG","Loop","Non HVC","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","LOOP","Platinum","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","simPATI","Diamond","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","simPATI","Gold","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","simPATI","Non HVC","B2B"
"2020-09-02","SUMBAGUT","TAMIANG","simPATI","Non HVC","B2C"
"2020-09-02","SUMBAGUT","TAMIANG","simPATI","Platinum","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","kartuAS","Diamond","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","kartuAS","Gold","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","kartuAS","Non HVC","B2B"
"2020-09-02","SUMBAGUT","TAPANULI","KartuAS","Non HVC","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","kartuAS","Platinum","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","Loop","Diamond","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","LOOP","Gold","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","Loop","Non HVC","B2B"
"2020-09-02","SUMBAGUT","TAPANULI","LOOP","Non HVC","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","Loop","Platinum","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","simPATI","Diamond","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","simPATI","Gold","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","simPATI","Non HVC","B2B"
"2020-09-02","SUMBAGUT","TAPANULI","simPATI","Non HVC","B2C"
"2020-09-02","SUMBAGUT","TAPANULI","simPATI","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","kartuAS","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","kartuAS","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","kartuAS","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","KartuAS","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","KartuAS","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","Loop","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","LOOP","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","Loop","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","Loop","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","Loop","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","KAB TANGERANG","simPATI","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","kartuAS","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","KartuAS","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","kartuAS","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","kartuAS","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","KartuAS","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","Loop","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","LOOP","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","Loop","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","LOOP","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","LOOP","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","KOTA TANGERANG","simPATI","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","kartuAS","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","kartuAS","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","kartuAS","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","SERANG","kartuAS","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","kartuAS","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","Loop","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","Loop","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","Loop","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","SERANG","Loop","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","Loop","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","simPATI","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","simPATI","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","simPATI","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","SERANG","simPATI","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","SERANG","simPATI","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","kartuAS","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","KartuAS","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","kartuAS","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","KartuAS","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","KartuAS","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","Loop","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","LOOP","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","Loop","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","LOOP","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","LOOP","Platinum","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","simPATI","Diamond","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","simPATI","Gold","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","simPATI","Non HVC","B2B"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","simPATI","Non HVC","B2C"
"2020-09-02","WESTERN JABOTABEK","TANGSEL","simPATI","Platinum","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","kartuAS","Diamond","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","kartuAS","Gold","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2B"
"2020-09-03","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","kartuAS","Platinum","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","Loop","Diamond","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","LOOP","Gold","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","Loop","Non HVC","B2B"
"2020-09-03","BALINUSRA","BALI BARAT","Loop","Non HVC","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","LOOP","Platinum","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","simPATI","Diamond","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","simPATI","Gold","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2B"
"2020-09-03","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2C"
"2020-09-03","BALINUSRA","BALI BARAT","simPATI","Platinum","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","kartuAS","Diamond","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","kartuAS","Gold","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","kartuAS","Non HVC","B2B"
"2020-09-03","BALINUSRA","BALI TIMUR","KartuAS","Non HVC","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","KartuAS","Platinum","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","Loop","Diamond","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","LOOP","Gold","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","Loop","Non HVC","B2B"
"2020-09-03","BALINUSRA","BALI TIMUR","Loop","Non HVC","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","Loop","Platinum","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","simPATI","Diamond","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","simPATI","Gold","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2B"
"2020-09-03","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","simPATI","Platinum","B2C"
"2020-09-03","BALINUSRA","BALI TIMUR","UNKNOWN","Non HVC","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","kartuAS","Diamond","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","KartuAS","Gold","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","kartuAS","Non HVC","B2B"
"2020-09-03","BALINUSRA","FLORES SUMBA","kartuAS","Non HVC","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","kartuAS","Platinum","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","Loop","Diamond","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","Loop","Gold","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","Loop","Non HVC","B2B"
"2020-09-03","BALINUSRA","FLORES SUMBA","Loop","Non HVC","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","Loop","Platinum","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","simPATI","Diamond","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","simPATI","Gold","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2B"
"2020-09-03","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2C"
"2020-09-03","BALINUSRA","FLORES SUMBA","simPATI","Platinum","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","kartuAS","Diamond","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","kartuAS","Gold","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","kartuAS","Non HVC","B2B"
"2020-09-03","BALINUSRA","KOTA KUPANG","kartuAS","Non HVC","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","KartuAS","Platinum","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","Loop","Diamond","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","LOOP","Gold","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","Loop","Non HVC","B2B"
"2020-09-03","BALINUSRA","KOTA KUPANG","LOOP","Non HVC","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","Loop","Platinum","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","simPATI","Diamond","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","simPATI","Gold","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2B"
"2020-09-03","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2C"
"2020-09-03","BALINUSRA","KOTA KUPANG","simPATI","Platinum","B2C"
"2020-09-03","BALINUSRA","MATARAM","kartuAS","Diamond","B2C"
"2020-09-03","BALINUSRA","MATARAM","KartuAS","Gold","B2C"
"2020-09-03","BALINUSRA","MATARAM","kartuAS","Non HVC","B2B"
"2020-09-03","BALINUSRA","MATARAM","kartuAS","Non HVC","B2C"
"2020-09-03","BALINUSRA","MATARAM","kartuAS","Platinum","B2C"
"2020-09-03","BALINUSRA","MATARAM","Loop","Diamond","B2C"
"2020-09-03","BALINUSRA","MATARAM","Loop","Gold","B2C"
"2020-09-03","BALINUSRA","MATARAM","Loop","Non HVC","B2B"
"2020-09-03","BALINUSRA","MATARAM","Loop","Non HVC","B2C"
"2020-09-03","BALINUSRA","MATARAM","Loop","Platinum","B2C"
"2020-09-03","BALINUSRA","MATARAM","simPATI","Diamond","B2C"
"2020-09-03","BALINUSRA","MATARAM","simPATI","Gold","B2C"
"2020-09-03","BALINUSRA","MATARAM","simPATI","Non HVC","B2B"
"2020-09-03","BALINUSRA","MATARAM","simPATI","Non HVC","B2C"
"2020-09-03","BALINUSRA","MATARAM","simPATI","Platinum","B2C"
"2020-09-03","BALINUSRA",\N,"kartuAS","Gold","B2C"
"2020-09-03","BALINUSRA",\N,"KartuAS","Non HVC","B2C"
"2020-09-03","BALINUSRA",\N,"kartuAS","Platinum","B2C"
"2020-09-03","BALINUSRA",\N,"Loop","Diamond","B2C"
"2020-09-03","BALINUSRA",\N,"Loop","Non HVC","B2B"
"2020-09-03","BALINUSRA",\N,"LOOP","Non HVC","B2C"
"2020-09-03","BALINUSRA",\N,"simPATI","Gold","B2C"
"2020-09-03","BALINUSRA",\N,"simPATI","Non HVC","B2B"
"2020-09-03","BALINUSRA",\N,"simPATI","Non HVC","B2C"
"2020-09-03","BALINUSRA",\N,"simPATI","Platinum","B2C"
"2020-09-03","BALINUSRA",\N,"UNKNOWN","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","kartuAS","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","KartuAS","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","kartuAS","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","Loop","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","Loop","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","LOOP","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","Loop","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","simPATI","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKPUSEL","UNKNOWN","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","KartuAS","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","kartuAS","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","KartuAS","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","KartuAS","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","Loop","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","Loop","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","LOOP","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 1","simPATI","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","KartuAS","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","kartuAS","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","Loop","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","LOOP","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","Loop","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","JAKTIM 2","simPATI","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","KartuAS","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","kartuAS","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","Loop","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","Loop","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","Loop","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","LOOP","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKBAR","simPATI","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","KartuAS","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","KartuAS","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","Loop","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","LOOP","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","Loop","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","Loop","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","Loop","Platinum","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Diamond","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Gold","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Non HVC","B2B"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Non HVC","B2C"
"2020-09-03","CENTRAL JABOTABEK","NEW JAKUT","simPATI","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","KartuAS","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","KartuAS","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","kartuAS","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","Loop","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","Loop","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","LOOP","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","Loop","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","simPATI","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI SELATAN","UNKNOWN","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","KartuAS","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","kartuAS","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","Loop","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","LOOP","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","Loop","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","LOOP","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","Loop","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","BEKASI UTARA","simPATI","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","KartuAS","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","KartuAS","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","kartuAS","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","Loop","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","LOOP","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","Loop","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","Loop","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","LOOP","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","simPATI","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","simPATI","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","simPATI","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","simPATI","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","CILEUNGSI","simPATI","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","kartuAS","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","LOOP","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","Loop","Platinum","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Diamond","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Gold","B2C"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2B"
"2020-09-03","EASTERN JABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2C"
